world,region,country,state,tier,channel,segment,scenario,fy,quarter,month,amount,room_nights_sold,rooms_available
World,Southeast,US,FL,Luxury,Direct,Business,Actual,FY2026,Q2,2026-06,122085.61,732,900
World,Southeast,US,FL,Luxury,Direct,Business,Plan,FY2026,Q2,2026-06,146346.77,733,900
World,Southeast,US,FL,Luxury,Direct,Business,WhatIf_A,FY2026,Q2,2026-06,170715.52,707,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Actual,FY2026,Q2,2026-06,150230.21,773,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Plan,FY2026,Q2,2026-06,159322.49,767,900
World,Southeast,US,FL,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q2,2026-06,150519.92,724,900
World,Southeast,US,FL,Luxury,OTA,Business,Actual,FY2026,Q2,2026-06,156436.94,783,900
World,Southeast,US,FL,Luxury,OTA,Business,Plan,FY2026,Q2,2026-06,116582.24,614,900
World,Southeast,US,FL,Luxury,OTA,Business,WhatIf_A,FY2026,Q2,2026-06,151379.32,687,900
World,Southeast,US,FL,Premium,Direct,Leisure,Actual,FY2026,Q2,2026-06,137926.84,628,900
World,Southeast,US,FL,Premium,Direct,Leisure,Plan,FY2026,Q2,2026-06,124614.75,791,900
World,Southeast,US,FL,Premium,Direct,Leisure,WhatIf_A,FY2026,Q2,2026-06,155441.82,742,900
World,Southeast,US,FL,Premium,Direct,Business,Actual,FY2026,Q2,2026-06,149872.69,795,900
World,Southeast,US,FL,Premium,Direct,Business,Plan,FY2026,Q2,2026-06,136101.42,713,900
World,Southeast,US,FL,Premium,Direct,Business,WhatIf_A,FY2026,Q2,2026-06,149099.63,756,900
World,Southeast,US,FL,Premium,OTA,Leisure,Actual,FY2026,Q2,2026-06,140968.51,681,900
World,Southeast,US,FL,Premium,OTA,Leisure,Plan,FY2026,Q2,2026-06,116533.97,727,900
World,Southeast,US,FL,Premium,OTA,Leisure,WhatIf_A,FY2026,Q2,2026-06,144034.14,794,900
World,Southeast,US,FL,Premium,OTA,Business,Actual,FY2026,Q2,2026-06,129093.99,716,900
World,Southeast,US,FL,Premium,OTA,Business,Plan,FY2026,Q2,2026-06,124491.98,675,900
World,Southeast,US,FL,Premium,OTA,Business,WhatIf_A,FY2026,Q2,2026-06,183173.54,649,900
World,West,US,CA,Luxury,Direct,Leisure,Actual,FY2026,Q3,2026-09,133360.99,677,900
World,West,US,CA,Luxury,Direct,Leisure,Plan,FY2026,Q3,2026-09,132747.20,693,900
World,West,US,CA,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q3,2026-09,175105.61,612,900
World,West,US,CA,Luxury,Direct,Business,Actual,FY2026,Q3,2026-09,129402.71,732,900
World,West,US,CA,Luxury,Direct,Business,Plan,FY2026,Q3,2026-09,149323.38,627,900
World,West,US,CA,Luxury,Direct,Business,WhatIf_A,FY2026,Q3,2026-09,153068.33,706,900
World,West,US,CA,Luxury,OTA,Leisure,Actual,FY2026,Q3,2026-09,164152.27,713,900
World,West,US,CA,Luxury,OTA,Leisure,Plan,FY2026,Q3,2026-09,153227.80,654,900
World,West,US,CA,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q3,2026-09,158621.83,740,900
World,West,US,CA,Luxury,OTA,Business,Actual,FY2026,Q3,2026-09,161454.44,791,900
World,West,US,CA,Luxury,OTA,Business,Plan,FY2026,Q3,2026-09,140123.50,730,900
World,West,US,CA,Luxury,OTA,Business,WhatIf_A,FY2026,Q3,2026-09,141214.50,657,900
World,West,US,CA,Premium,Direct,Leisure,Actual,FY2026,Q3,2026-09,158488.40,642,900
World,West,US,CA,Premium,Direct,Leisure,Plan,FY2026,Q3,2026-09,125383.09,628,900
World,West,US,CA,Premium,Direct,Leisure,WhatIf_A,FY2026,Q3,2026-09,174464.77,622,900
World,West,US,CA,Premium,Direct,Business,Actual,FY2026,Q3,2026-09,136148.95,697,900
World,West,US,CA,Premium,Direct,Business,Plan,FY2026,Q3,2026-09,134797.12,773,900
World,West,US,CA,Premium,Direct,Business,WhatIf_A,FY2026,Q3,2026-09,171803.26,793,900
World,West,US,CA,Premium,OTA,Leisure,Actual,FY2026,Q3,2026-09,124994.24,620,900
World,West,US,CA,Premium,OTA,Leisure,Plan,FY2026,Q3,2026-09,132377.85,722,900
World,West,US,CA,Premium,OTA,Leisure,WhatIf_A,FY2026,Q3,2026-09,146099.58,714,900
World,West,US,CA,Premium,OTA,Business,Actual,FY2026,Q3,2026-09,120634.14,724,900
World,West,US,CA,Premium,OTA,Business,Plan,FY2026,Q3,2026-09,151665.32,744,900
World,West,US,CA,Premium,OTA,Business,WhatIf_A,FY2026,Q3,2026-09,147002.97,730,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Actual,FY2026,Q3,2026-09,150921.30,625,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Plan,FY2026,Q3,2026-09,157330.96,799,900
World,Northeast,US,NY,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q3,2026-09,178823.38,729,900
World,Northeast,US,NY,Luxury,Direct,Business,Actual,FY2026,Q3,2026-09,160084.91,764,900
World,Northeast,US,NY,Luxury,Direct,Business,Plan,FY2026,Q3,2026-09,151127.39,754,900
World,Northeast,US,NY,Luxury,Direct,Business,WhatIf_A,FY2026,Q3,2026-09,177389.34,775,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Actual,FY2026,Q3,2026-09,134184.56,761,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Plan,FY2026,Q3,2026-09,129755.32,602,900
World,Northeast,US,NY,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q3,2026-09,170117.08,621,900
World,Northeast,US,NY,Luxury,OTA,Business,Actual,FY2026,Q3,2026-09,162804.71,679,900
World,Northeast,US,NY,Luxury,OTA,Business,Plan,FY2026,Q3,2026-09,148757.41,768,900
World,Northeast,US,NY,Luxury,OTA,Business,WhatIf_A,FY2026,Q3,2026-09,179513.32,705,900
World,Northeast,US,NY,Premium,Direct,Leisure,Actual,FY2026,Q3,2026-09,142855.04,682,900
World,Northeast,US,NY,Premium,Direct,Leisure,Plan,FY2026,Q3,2026-09,145582.09,626,900
World,Northeast,US,NY,Premium,Direct,Leisure,WhatIf_A,FY2026,Q3,2026-09,144176.05,755,900
World,Northeast,US,NY,Premium,Direct,Business,Actual,FY2026,Q3,2026-09,123204.93,723,900
World,Northeast,US,NY,Premium,Direct,Business,Plan,FY2026,Q3,2026-09,133857.89,755,900
World,Northeast,US,NY,Premium,Direct,Business,WhatIf_A,FY2026,Q3,2026-09,175979.77,795,900
World,Northeast,US,NY,Premium,OTA,Leisure,Actual,FY2026,Q3,2026-09,167154.17,780,900
World,Northeast,US,NY,Premium,OTA,Leisure,Plan,FY2026,Q3,2026-09,138227.10,757,900
World,Northeast,US,NY,Premium,OTA,Leisure,WhatIf_A,FY2026,Q3,2026-09,133209.98,665,900
World,Northeast,US,NY,Premium,OTA,Business,Actual,FY2026,Q3,2026-09,126245.50,676,900
World,Northeast,US,NY,Premium,OTA,Business,Plan,FY2026,Q3,2026-09,153174.03,747,900
World,Northeast,US,NY,Premium,OTA,Business,WhatIf_A,FY2026,Q3,2026-09,178470.35,753,900
World,South,US,TX,Luxury,Direct,Leisure,Actual,FY2026,Q3,2026-09,155292.00,619,900
World,South,US,TX,Luxury,Direct,Leisure,Plan,FY2026,Q3,2026-09,115476.32,763,900
World,South,US,TX,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q3,2026-09,145068.51,615,900
World,South,US,TX,Luxury,Direct,Business,Actual,FY2026,Q3,2026-09,121856.99,774,900
World,South,US,TX,Luxury,Direct,Business,Plan,FY2026,Q3,2026-09,157394.10,654,900
World,South,US,TX,Luxury,Direct,Business,WhatIf_A,FY2026,Q3,2026-09,139443.00,795,900
World,South,US,TX,Luxury,OTA,Leisure,Actual,FY2026,Q3,2026-09,135498.54,602,900
World,South,US,TX,Luxury,OTA,Leisure,Plan,FY2026,Q3,2026-09,154080.79,605,900
World,South,US,TX,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q3,2026-09,141574.38,789,900
World,South,US,TX,Luxury,OTA,Business,Actual,FY2026,Q3,2026-09,123968.44,738,900
World,South,US,TX,Luxury,OTA,Business,Plan,FY2026,Q3,2026-09,121945.15,649,900
World,South,US,TX,Luxury,OTA,Business,WhatIf_A,FY2026,Q3,2026-09,152409.35,712,900
World,South,US,TX,Premium,Direct,Leisure,Actual,FY2026,Q3,2026-09,159977.83,626,900
World,South,US,TX,Premium,Direct,Leisure,Plan,FY2026,Q3,2026-09,115115.11,794,900
World,South,US,TX,Premium,Direct,Leisure,WhatIf_A,FY2026,Q3,2026-09,167283.79,753,900
World,South,US,TX,Premium,Direct,Business,Actual,FY2026,Q3,2026-09,159061.57,650,900
World,South,US,TX,Premium,Direct,Business,Plan,FY2026,Q3,2026-09,146546.39,659,900
World,South,US,TX,Premium,Direct,Business,WhatIf_A,FY2026,Q3,2026-09,169155.20,659,900
World,South,US,TX,Premium,OTA,Leisure,Actual,FY2026,Q3,2026-09,144757.91,620,900
World,South,US,TX,Premium,OTA,Leisure,Plan,FY2026,Q3,2026-09,120513.69,630,900
World,South,US,TX,Premium,OTA,Leisure,WhatIf_A,FY2026,Q3,2026-09,179851.88,786,900
World,South,US,TX,Premium,OTA,Business,Actual,FY2026,Q3,2026-09,135845.03,753,900
World,South,US,TX,Premium,OTA,Business,Plan,FY2026,Q3,2026-09,119707.22,767,900
World,South,US,TX,Premium,OTA,Business,WhatIf_A,FY2026,Q3,2026-09,162022.11,779,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Actual,FY2026,Q3,2026-09,159475.06,722,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Plan,FY2026,Q3,2026-09,137976.82,778,900
World,Southeast,US,FL,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q3,2026-09,146045.66,728,900
World,Southeast,US,FL,Luxury,Direct,Business,Actual,FY2026,Q3,2026-09,147668.15,674,900
World,Southeast,US,FL,Luxury,Direct,Business,Plan,FY2026,Q3,2026-09,148823.14,632,900
World,Southeast,US,FL,Luxury,Direct,Business,WhatIf_A,FY2026,Q3,2026-09,140764.53,684,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Actual,FY2026,Q3,2026-09,158270.65,720,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Plan,FY2026,Q3,2026-09,143058.24,674,900
World,Southeast,US,FL,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q3,2026-09,133004.69,658,900
World,Southeast,US,FL,Luxury,OTA,Business,Actual,FY2026,Q3,2026-09,150085.60,795,900
World,Southeast,US,FL,Luxury,OTA,Business,Plan,FY2026,Q3,2026-09,115702.65,608,900
World,Southeast,US,FL,Luxury,OTA,Business,WhatIf_A,FY2026,Q3,2026-09,165710.05,685,900
World,Southeast,US,FL,Premium,Direct,Leisure,Actual,FY2026,Q3,2026-09,139928.11,610,900
World,Southeast,US,FL,Premium,Direct,Leisure,Plan,FY2026,Q3,2026-09,155441.18,701,900
World,Southeast,US,FL,Premium,Direct,Leisure,WhatIf_A,FY2026,Q3,2026-09,141122.37,712,900
World,Southeast,US,FL,Premium,Direct,Business,Actual,FY2026,Q3,2026-09,127669.76,749,900
World,Southeast,US,FL,Premium,Direct,Business,Plan,FY2026,Q3,2026-09,151256.12,638,900
World,Southeast,US,FL,Premium,Direct,Business,WhatIf_A,FY2026,Q3,2026-09,159150.87,633,900
World,Southeast,US,FL,Premium,OTA,Leisure,Actual,FY2026,Q3,2026-09,133111.06,680,900
World,Southeast,US,FL,Premium,OTA,Leisure,Plan,FY2026,Q3,2026-09,154065.50,667,900
World,Southeast,US,FL,Premium,OTA,Leisure,WhatIf_A,FY2026,Q3,2026-09,151847.72,738,900
World,Southeast,US,FL,Premium,OTA,Business,Actual,FY2026,Q3,2026-09,128025.54,615,900
World,Southeast,US,FL,Premium,OTA,Business,Plan,FY2026,Q3,2026-09,141357.12,724,900
World,Southeast,US,FL,Premium,OTA,Business,WhatIf_A,FY2026,Q3,2026-09,163165.36,627,900
World,West,US,CA,Luxury,Direct,Leisure,Actual,FY2026,Q4,2026-12,139715.17,736,900
World,West,US,CA,Luxury,Direct,Leisure,Plan,FY2026,Q4,2026-12,131625.28,624,900
World,West,US,CA,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q4,2026-12,169023.65,793,900
World,West,US,CA,Luxury,Direct,Business,Actual,FY2026,Q4,2026-12,143760.22,721,900
World,West,US,CA,Luxury,Direct,Business,Plan,FY2026,Q4,2026-12,118645.28,757,900
World,West,US,CA,Luxury,Direct,Business,WhatIf_A,FY2026,Q4,2026-12,156674.20,748,900
World,West,US,CA,Luxury,OTA,Leisure,Actual,FY2026,Q4,2026-12,137736.87,645,900
World,West,US,CA,Luxury,OTA,Leisure,Plan,FY2026,Q4,2026-12,152798.25,652,900
World,West,US,CA,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q4,2026-12,170841.87,743,900
World,West,US,CA,Luxury,OTA,Business,Actual,FY2026,Q4,2026-12,146766.91,685,900
World,West,US,CA,Luxury,OTA,Business,Plan,FY2026,Q4,2026-12,150507.63,643,900
World,West,US,CA,Luxury,OTA,Business,WhatIf_A,FY2026,Q4,2026-12,146394.75,706,900
World,West,US,CA,Premium,Direct,Leisure,Actual,FY2026,Q4,2026-12,155677.53,754,900
World,West,US,CA,Premium,Direct,Leisure,Plan,FY2026,Q4,2026-12,122207.72,644,900
World,West,US,CA,Premium,Direct,Leisure,WhatIf_A,FY2026,Q4,2026-12,151490.84,778,900
World,West,US,CA,Premium,Direct,Business,Actual,FY2026,Q4,2026-12,155568.48,638,900
World,West,US,CA,Premium,Direct,Business,Plan,FY2026,Q4,2026-12,120177.04,643,900
World,West,US,CA,Premium,Direct,Business,WhatIf_A,FY2026,Q4,2026-12,167278.13,603,900
World,West,US,CA,Premium,OTA,Leisure,Actual,FY2026,Q4,2026-12,124266.80,606,900
World,West,US,CA,Premium,OTA,Leisure,Plan,FY2026,Q4,2026-12,132882.36,797,900
World,West,US,CA,Premium,OTA,Leisure,WhatIf_A,FY2026,Q4,2026-12,160403.58,782,900
World,West,US,CA,Premium,OTA,Business,Actual,FY2026,Q4,2026-12,155989.35,677,900
World,West,US,CA,Premium,OTA,Business,Plan,FY2026,Q4,2026-12,148743.72,779,900
World,West,US,CA,Premium,OTA,Business,WhatIf_A,FY2026,Q4,2026-12,165433.74,668,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Actual,FY2026,Q4,2026-12,120786.97,629,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Plan,FY2026,Q4,2026-12,151887.63,677,900
World,Northeast,US,NY,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q4,2026-12,133789.10,624,900
World,Northeast,US,NY,Luxury,Direct,Business,Actual,FY2026,Q4,2026-12,148067.56,632,900
World,Northeast,US,NY,Luxury,Direct,Business,Plan,FY2026,Q4,2026-12,117670.21,722,900
World,Northeast,US,NY,Luxury,Direct,Business,WhatIf_A,FY2026,Q4,2026-12,175425.54,790,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Actual,FY2026,Q4,2026-12,165231.30,763,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Plan,FY2026,Q4,2026-12,122663.14,694,900
World,Northeast,US,NY,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q4,2026-12,182757.67,712,900
World,Northeast,US,NY,Luxury,OTA,Business,Actual,FY2026,Q4,2026-12,124821.98,607,900
World,Northeast,US,NY,Luxury,OTA,Business,Plan,FY2026,Q4,2026-12,158124.99,663,900
World,Northeast,US,NY,Luxury,OTA,Business,WhatIf_A,FY2026,Q4,2026-12,133756.58,789,900
World,Northeast,US,NY,Premium,Direct,Leisure,Actual,FY2026,Q4,2026-12,138886.95,610,900
World,Northeast,US,NY,Premium,Direct,Leisure,Plan,FY2026,Q4,2026-12,137564.62,679,900
World,Northeast,US,NY,Premium,Direct,Leisure,WhatIf_A,FY2026,Q4,2026-12,147038.33,766,900
World,Northeast,US,NY,Premium,Direct,Business,Actual,FY2026,Q4,2026-12,150210.78,604,900
World,Northeast,US,NY,Premium,Direct,Business,Plan,FY2026,Q4,2026-12,151372.82,701,900
World,Northeast,US,NY,Premium,Direct,Business,WhatIf_A,FY2026,Q4,2026-12,165603.48,791,900
World,Northeast,US,NY,Premium,OTA,Leisure,Actual,FY2026,Q4,2026-12,138315.49,706,900
World,Northeast,US,NY,Premium,OTA,Leisure,Plan,FY2026,Q4,2026-12,122682.05,682,900
World,Northeast,US,NY,Premium,OTA,Leisure,WhatIf_A,FY2026,Q4,2026-12,139886.73,612,900
World,Northeast,US,NY,Premium,OTA,Business,Actual,FY2026,Q4,2026-12,160296.03,668,900
World,Northeast,US,NY,Premium,OTA,Business,Plan,FY2026,Q4,2026-12,115040.41,653,900
World,Northeast,US,NY,Premium,OTA,Business,WhatIf_A,FY2026,Q4,2026-12,143955.39,703,900
World,South,US,TX,Luxury,Direct,Leisure,Actual,FY2026,Q4,2026-12,148300.65,752,900
World,South,US,TX,Luxury,Direct,Leisure,Plan,FY2026,Q4,2026-12,115278.54,636,900
World,South,US,TX,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q4,2026-12,136258.29,695,900
World,South,US,TX,Luxury,Direct,Business,Actual,FY2026,Q4,2026-12,131644.58,731,900
World,South,US,TX,Luxury,Direct,Business,Plan,FY2026,Q4,2026-12,148477.42,601,900
World,South,US,TX,Luxury,Direct,Business,WhatIf_A,FY2026,Q4,2026-12,172499.72,776,900
World,South,US,TX,Luxury,OTA,Leisure,Actual,FY2026,Q4,2026-12,136828.52,789,900
World,South,US,TX,Luxury,OTA,Leisure,Plan,FY2026,Q4,2026-12,117914.51,671,900
World,South,US,TX,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q4,2026-12,164485.97,638,900
World,South,US,TX,Luxury,OTA,Business,Actual,FY2026,Q4,2026-12,150026.03,710,900
World,South,US,TX,Luxury,OTA,Business,Plan,FY2026,Q4,2026-12,128741.47,784,900
World,South,US,TX,Luxury,OTA,Business,WhatIf_A,FY2026,Q4,2026-12,143514.53,649,900
World,South,US,TX,Premium,Direct,Leisure,Actual,FY2026,Q4,2026-12,163544.60,778,900
World,South,US,TX,Premium,Direct,Leisure,Plan,FY2026,Q4,2026-12,131420.82,610,900
World,South,US,TX,Premium,Direct,Leisure,WhatIf_A,FY2026,Q4,2026-12,165188.61,733,900
World,South,US,TX,Premium,Direct,Business,Actual,FY2026,Q4,2026-12,141628.48,727,900
World,South,US,TX,Premium,Direct,Business,Plan,FY2026,Q4,2026-12,144960.83,769,900
World,South,US,TX,Premium,Direct,Business,WhatIf_A,FY2026,Q4,2026-12,173816.21,694,900
World,South,US,TX,Premium,OTA,Leisure,Actual,FY2026,Q4,2026-12,126470.54,608,900
World,South,US,TX,Premium,OTA,Leisure,Plan,FY2026,Q4,2026-12,124047.90,614,900
World,South,US,TX,Premium,OTA,Leisure,WhatIf_A,FY2026,Q4,2026-12,132506.31,743,900
World,South,US,TX,Premium,OTA,Business,Actual,FY2026,Q4,2026-12,155945.88,664,900
World,South,US,TX,Premium,OTA,Business,Plan,FY2026,Q4,2026-12,138031.29,628,900
World,South,US,TX,Premium,OTA,Business,WhatIf_A,FY2026,Q4,2026-12,183221.07,706,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Actual,FY2026,Q4,2026-12,151128.01,671,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Plan,FY2026,Q4,2026-12,139700.04,771,900
World,Southeast,US,FL,Luxury,Direct,Leisure,WhatIf_A,FY2026,Q4,2026-12,175936.32,627,900
World,Southeast,US,FL,Luxury,Direct,Business,Actual,FY2026,Q4,2026-12,134096.22,677,900
World,Southeast,US,FL,Luxury,Direct,Business,Plan,FY2026,Q4,2026-12,138584.56,642,900
World,Southeast,US,FL,Luxury,Direct,Business,WhatIf_A,FY2026,Q4,2026-12,142387.16,729,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Actual,FY2026,Q4,2026-12,161373.16,624,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Plan,FY2026,Q4,2026-12,121345.64,708,900
World,Southeast,US,FL,Luxury,OTA,Leisure,WhatIf_A,FY2026,Q4,2026-12,136085.52,679,900
World,Southeast,US,FL,Luxury,OTA,Business,Actual,FY2026,Q4,2026-12,153199.28,648,900
World,Southeast,US,FL,Luxury,OTA,Business,Plan,FY2026,Q4,2026-12,121668.89,748,900
World,Southeast,US,FL,Luxury,OTA,Business,WhatIf_A,FY2026,Q4,2026-12,141057.19,754,900
World,Southeast,US,FL,Premium,Direct,Leisure,Actual,FY2026,Q4,2026-12,131396.25,660,900
World,Southeast,US,FL,Premium,Direct,Leisure,Plan,FY2026,Q4,2026-12,153537.70,758,900
World,Southeast,US,FL,Premium,Direct,Leisure,WhatIf_A,FY2026,Q4,2026-12,180156.71,669,900
World,Southeast,US,FL,Premium,Direct,Business,Actual,FY2026,Q4,2026-12,151846.05,608,900
World,Southeast,US,FL,Premium,Direct,Business,Plan,FY2026,Q4,2026-12,149534.66,754,900
World,Southeast,US,FL,Premium,Direct,Business,WhatIf_A,FY2026,Q4,2026-12,157508.81,781,900
World,Southeast,US,FL,Premium,OTA,Leisure,Actual,FY2026,Q4,2026-12,121722.39,732,900
World,Southeast,US,FL,Premium,OTA,Leisure,Plan,FY2026,Q4,2026-12,156421.65,788,900
World,Southeast,US,FL,Premium,OTA,Leisure,WhatIf_A,FY2026,Q4,2026-12,148296.71,761,900
World,Southeast,US,FL,Premium,OTA,Business,Actual,FY2026,Q4,2026-12,155705.94,734,900
World,Southeast,US,FL,Premium,OTA,Business,Plan,FY2026,Q4,2026-12,145556.05,681,900
World,Southeast,US,FL,Premium,OTA,Business,WhatIf_A,FY2026,Q4,2026-12,142836.87,766,900
World,West,US,CA,Luxury,Direct,Leisure,Actual,FY2027,Q1,2027-03,158547.32,734,900
World,West,US,CA,Luxury,Direct,Leisure,Plan,FY2027,Q1,2027-03,128835.63,613,900
World,West,US,CA,Luxury,Direct,Leisure,WhatIf_A,FY2027,Q1,2027-03,149342.33,649,900
World,West,US,CA,Luxury,Direct,Business,Actual,FY2027,Q1,2027-03,135383.26,636,900
World,West,US,CA,Luxury,Direct,Business,Plan,FY2027,Q1,2027-03,150700.33,735,900
World,West,US,CA,Luxury,Direct,Business,WhatIf_A,FY2027,Q1,2027-03,167230.31,630,900
World,West,US,CA,Luxury,OTA,Leisure,Actual,FY2027,Q1,2027-03,131734.29,650,900
World,West,US,CA,Luxury,OTA,Leisure,Plan,FY2027,Q1,2027-03,131218.01,659,900
World,West,US,CA,Luxury,OTA,Leisure,WhatIf_A,FY2027,Q1,2027-03,165411.71,740,900
World,West,US,CA,Luxury,OTA,Business,Actual,FY2027,Q1,2027-03,162241.92,728,900
World,West,US,CA,Luxury,OTA,Business,Plan,FY2027,Q1,2027-03,125616.16,624,900
World,West,US,CA,Luxury,OTA,Business,WhatIf_A,FY2027,Q1,2027-03,164801.65,720,900
World,West,US,CA,Premium,Direct,Leisure,Actual,FY2027,Q1,2027-03,150045.03,756,900
World,West,US,CA,Premium,Direct,Leisure,Plan,FY2027,Q1,2027-03,126895.21,679,900
World,West,US,CA,Premium,Direct,Leisure,WhatIf_A,FY2027,Q1,2027-03,139075.73,682,900
World,West,US,CA,Premium,Direct,Business,Actual,FY2027,Q1,2027-03,131890.74,691,900
World,West,US,CA,Premium,Direct,Business,Plan,FY2027,Q1,2027-03,115921.24,689,900
World,West,US,CA,Premium,Direct,Business,WhatIf_A,FY2027,Q1,2027-03,179617.38,679,900
World,West,US,CA,Premium,OTA,Leisure,Actual,FY2027,Q1,2027-03,142437.35,681,900
World,West,US,CA,Premium,OTA,Leisure,Plan,FY2027,Q1,2027-03,140336.69,764,900
World,West,US,CA,Premium,OTA,Leisure,WhatIf_A,FY2027,Q1,2027-03,142705.41,677,900
World,West,US,CA,Premium,OTA,Business,Actual,FY2027,Q1,2027-03,136785.44,722,900
World,West,US,CA,Premium,OTA,Business,Plan,FY2027,Q1,2027-03,120727.73,606,900
World,West,US,CA,Premium,OTA,Business,WhatIf_A,FY2027,Q1,2027-03,137147.20,772,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Actual,FY2027,Q1,2027-03,143738.84,738,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Plan,FY2027,Q1,2027-03,153118.42,796,900
World,Northeast,US,NY,Luxury,Direct,Leisure,WhatIf_A,FY2027,Q1,2027-03,167915.20,689,900
World,Northeast,US,NY,Luxury,Direct,Business,Actual,FY2027,Q1,2027-03,134506.48,676,900
World,Northeast,US,NY,Luxury,Direct,Business,Plan,FY2027,Q1,2027-03,115462.16,701,900
World,Northeast,US,NY,Luxury,Direct,Business,WhatIf_A,FY2027,Q1,2027-03,132379.90,764,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Actual,FY2027,Q1,2027-03,160351.89,706,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Plan,FY2027,Q1,2027-03,138763.48,615,900
World,Northeast,US,NY,Luxury,OTA,Leisure,WhatIf_A,FY2027,Q1,2027-03,135925.32,733,900
World,Northeast,US,NY,Luxury,OTA,Business,Actual,FY2027,Q1,2027-03,132602.88,704,900
World,Northeast,US,NY,Luxury,OTA,Business,Plan,FY2027,Q1,2027-03,115327.72,713,900
World,Northeast,US,NY,Luxury,OTA,Business,WhatIf_A,FY2027,Q1,2027-03,135331.96,776,900
World,Northeast,US,NY,Premium,Direct,Leisure,Actual,FY2027,Q1,2027-03,137989.48,797,900
World,Northeast,US,NY,Premium,Direct,Leisure,Plan,FY2027,Q1,2027-03,118569.33,609,900
World,Northeast,US,NY,Premium,Direct,Leisure,WhatIf_A,FY2027,Q1,2027-03,140023.93,771,900
World,Northeast,US,NY,Premium,Direct,Business,Actual,FY2027,Q1,2027-03,153638.40,659,900
World,Northeast,US,NY,Premium,Direct,Business,Plan,FY2027,Q1,2027-03,128301.61,788,900
World,Northeast,US,NY,Premium,Direct,Business,WhatIf_A,FY2027,Q1,2027-03,132932.98,615,900
World,Northeast,US,NY,Premium,OTA,Leisure,Actual,FY2027,Q1,2027-03,161815.59,732,900
World,Northeast,US,NY,Premium,OTA,Leisure,Plan,FY2027,Q1,2027-03,146856.37,732,900
World,Northeast,US,NY,Premium,OTA,Leisure,WhatIf_A,FY2027,Q1,2027-03,144215.75,735,900
World,Northeast,US,NY,Premium,OTA,Business,Actual,FY2027,Q1,2027-03,131674.58,650,900
World,Northeast,US,NY,Premium,OTA,Business,Plan,FY2027,Q1,2027-03,120805.37,726,900
World,Northeast,US,NY,Premium,OTA,Business,WhatIf_A,FY2027,Q1,2027-03,154963.47,746,900
World,South,US,TX,Luxury,Direct,Leisure,Actual,FY2027,Q1,2027-03,164894.00,662,900
World,South,US,TX,Luxury,Direct,Leisure,Plan,FY2027,Q1,2027-03,135540.33,630,900
World,South,US,TX,Luxury,Direct,Leisure,WhatIf_A,FY2027,Q1,2027-03,154158.51,727,900
World,South,US,TX,Luxury,Direct,Business,Actual,FY2027,Q1,2027-03,160767.68,780,900
World,South,US,TX,Luxury,Direct,Business,Plan,FY2027,Q1,2027-03,153388.08,611,900
World,South,US,TX,Luxury,Direct,Business,WhatIf_A,FY2027,Q1,2027-03,181365.72,777,900
World,South,US,TX,Luxury,OTA,Leisure,Actual,FY2027,Q1,2027-03,166843.05,788,900
World,South,US,TX,Luxury,OTA,Leisure,Plan,FY2027,Q1,2027-03,130572.99,622,900
World,South,US,TX,Luxury,OTA,Leisure,WhatIf_A,FY2027,Q1,2027-03,152560.47,709,900
World,South,US,TX,Luxury,OTA,Business,Actual,FY2027,Q1,2027-03,148631.81,643,900
